area_code,migrant?,male?,muslim?,age,value
1,true,false,false,43,180.93333333333334
1,true,false,false,44,180.93333333333334
1,true,false,false,45,180.93333333333334
1,true,false,false,46,180.93333333333334
1,true,false,false,47,180.93333333333334
1,true,false,false,48,180.93333333333334
1,true,false,false,49,180.93333333333334
1,true,false,false,50,180.93333333333334
1,true,false,false,51,180.93333333333334
1,true,false,false,52,180.93333333333334
1,true,false,false,53,180.93333333333334
1,true,false,false,54,180.93333333333334
1,true,false,false,55,107.4
1,true,false,false,56,107.4
1,true,false,false,57,107.4
1,true,false,false,58,107.4
1,true,false,false,59,107.4
1,true,false,false,60,107.4
1,true,false,false,61,107.4
1,true,false,false,62,107.4
1,true,false,false,63,107.4
1,true,false,false,64,107.4
1,true,false,false,65,51.46666666666667
1,true,false,false,66,51.46666666666667
1,true,false,false,67,51.46666666666667
1,true,false,false,68,51.46666666666667
1,true,false,false,69,51.46666666666667
1,true,false,false,70,51.46666666666667
1,true,false,false,71,51.46666666666667
1,true,false,false,72,51.46666666666667
1,true,false,false,73,51.46666666666667
1,true,false,false,74,51.46666666666667
1,true,false,false,75,51.46666666666667
1,true,false,false,76,51.46666666666667
1,true,false,false,77,51.46666666666667
1,true,false,false,78,51.46666666666667
1,true,false,false,79,51.46666666666667
1,true,false,false,80,3
1,true,false,false,81,3
1,true,false,false,82,3
1,true,false,false,83,3
1,true,false,false,84,3
1,true,false,false,85,3
1,true,false,false,86,3
1,true,false,false,87,3
1,true,false,false,88,3
1,true,false,false,89,3
1,true,false,false,90,3
1,true,false,false,91,3
1,true,false,false,92,3
1,true,false,false,93,3
1,true,false,false,94,3
1,true,false,false,95,3
1,true,false,false,96,3
1,true,false,false,97,3
1,true,false,false,98,3
1,true,false,false,99,3
1,true,false,false,100,3
1,true,false,false,101,3
1,true,false,false,102,3
1,true,false,false,103,3
1,true,false,false,104,3
1,true,false,false,105,3
1,true,false,false,106,3
1,true,false,false,107,3
1,true,false,false,108,3
1,true,false,false,109,3
1,true,false,false,110,3
1,true,false,false,111,3
1,true,false,false,112,3
1,true,false,false,113,3
1,true,false,false,114,3
1,true,false,false,115,3
1,true,false,false,116,3
1,true,false,false,117,3
1,true,false,false,118,3
1,true,false,false,119,3
1,true,false,true,16,991.3333333333334
1,true,false,true,17,991.3333333333334
1,true,false,true,18,974.8571428571429
1,true,false,true,19,974.8571428571429
1,true,false,true,20,974.8571428571429
1,true,false,true,21,974.8571428571429
1,true,false,true,22,974.8571428571429
1,true,false,true,23,974.8571428571429
1,true,false,true,24,974.8571428571429
1,true,false,true,25,1402.1333333333334
1,true,false,true,26,1402.1333333333334
1,true,false,true,27,1402.1333333333334
1,true,false,true,28,1402.1333333333334
1,true,false,true,29,1402.1333333333334
1,true,false,true,30,1402.1333333333334
1,true,false,true,31,1402.1333333333334
